net,length_um
_02984_,9.46µm
_03367_,9.46µm
_03443_,9.46µm
_04981_,9.46µm
net750,9.46µm
_00398_,9.44µm
_00782_,9.44µm
_06483_,9.44µm
_06726_,9.44µm
_00452_,9.42µm
_00625_,9.42µm
_01850_,9.42µm
_02510_,9.42µm
_03077_,9.42µm
_06663_,9.42µm
_04971_,9.41µm
_06341_,9.41µm
_00988_,9.4µm
_01947_,9.4µm
_03316_,9.4µm
_04097_,9.4µm
_04252_,9.4µm
_04942_,9.4µm
_05358_,9.4µm
_01137_,9.38µm
_01644_,9.38µm
_01673_,9.38µm
_01692_,9.38µm
_06125_,9.38µm
_05593_,9.375µm
_01486_,9.36µm
_01554_,9.36µm
_03312_,9.36µm
_03792_,9.36µm
_03799_,9.36µm
_04555_,9.36µm
_05560_,9.36µm
_06073_,9.36µm
net237,9.36µm
_00066_,9.34µm
_01516_,9.34µm
_02410_,9.34µm
_02898_,9.34µm
_04036_,9.34µm
_04709_,9.34µm
_06585_,9.34µm
_04815_,9.33µm
_00406_,9.32µm
_00976_,9.32µm
_01145_,9.32µm
_02152_,9.32µm
_02165_,9.32µm
_02576_,9.32µm
_05058_,9.32µm
_03323_,9.31µm
_00197_,9.3µm
_00898_,9.3µm
_01533_,9.3µm
_05005_,9.29µm
_00310_,9.28µm
_01788_,9.28µm
_01943_,9.28µm
_01992_,9.28µm
_02315_,9.28µm
_02717_,9.28µm
_04407_,9.28µm
_06022_,9.28µm
_06019_,9.27µm
_01019_,9.26µm
_01896_,9.26µm
_02254_,9.26µm
_02411_,9.26µm
_03197_,9.26µm
_04540_,9.26µm
_06033_,9.26µm
_06645_,9.26µm
_00784_,9.24µm
_01517_,9.24µm
_01672_,9.24µm
_03194_,9.24µm
_03645_,9.24µm
_03740_,9.24µm
_03983_,9.24µm
_03998_,9.24µm
_04139_,9.24µm
_04802_,9.24µm
_05680_,9.24µm
_05689_,9.24µm
_06154_,9.24µm
_02843_,9.22µm
_04046_,9.22µm
_04439_,9.22µm
_06121_,9.22µm
_06640_,9.22µm
_00284_,9.2µm
_00331_,9.2µm
_00532_,9.2µm
_01655_,9.2µm
_02001_,9.2µm
_03112_,9.2µm
_06012_,9.2µm
_00363_,9.19µm
_00068_,9.18µm
_02455_,9.18µm
_03724_,9.18µm
_03826_,9.18µm
_05387_,9.18µm
_06656_,9.18µm
w22[0],9.18µm
w23[0],9.18µm
_01040_,9.16µm
_01411_,9.16µm
_01675_,9.16µm
_01874_,9.16µm
_01981_,9.16µm
_02536_,9.16µm
_03598_,9.16µm
_04294_,9.16µm
_04386_,9.16µm
_05326_,9.16µm
_05765_,9.16µm
_06787_,9.16µm
net783,9.16µm
_02481_,9.14µm
_04242_,9.14µm
_00332_,9.125µm
_00238_,9.12µm
_01400_,9.12µm
_02343_,9.12µm
_03864_,9.12µm
_03924_,9.12µm
_04086_,9.12µm
_04287_,9.12µm
_04980_,9.12µm
_06105_,9.12µm
_06382_,9.12µm
_06631_,9.12µm
_06748_,9.12µm
net742,9.115µm
_06678_,9.1µm
_03812_,9.08µm
_03951_,9.08µm
_00486_,9.06µm
_00939_,9.06µm
_01962_,9.06µm
_02715_,9.06µm
_04323_,9.06µm
_04647_,9.06µm
_02699_,9.05µm
_00478_,9.04µm
_01204_,9.04µm
_01246_,9.04µm
_02442_,9.04µm
_03030_,9.04µm
_04888_,9.04µm
_04952_,9.04µm
_06578_,9.04µm
_06582_,9.04µm
_06156_,9.03µm
_00618_,9.02µm
_00762_,9.02µm
_01509_,9.02µm
_02022_,9.02µm
_02296_,9.02µm
_02329_,9.02µm
_02505_,9.02µm
_03146_,9.02µm
_03374_,9.02µm
_03506_,9.02µm
_03751_,9.02µm
_04464_,9.02µm
_05293_,9.02µm
_05822_,9.02µm
_06375_,9.02µm
_06405_,9.02µm
_06541_,9.02µm
_06780_,9.02µm
_01269_,9µm
_02683_,9µm
_00649_,8.98µm
_00694_,8.98µm
_03933_,8.98µm
_04579_,8.98µm
_05618_,8.98µm
_06504_,8.98µm
_06705_,8.98µm
_00169_,8.96µm
_00176_,8.96µm
_00787_,8.96µm
_00807_,8.96µm
_00875_,8.96µm
_01621_,8.96µm
_03245_,8.96µm
_03420_,8.96µm
_03735_,8.96µm
_06237_,8.96µm
y2[13],8.96µm
y2[15],8.96µm
y2[16],8.96µm
y2[7],8.96µm
y2[8],8.96µm
y2[9],8.96µm
y3[13],8.96µm
_05990_,8.95µm
_00510_,8.94µm
_01391_,8.94µm
_01698_,8.94µm
_01961_,8.94µm
_02065_,8.94µm
_02240_,8.94µm
_02431_,8.94µm
_02602_,8.94µm
_02967_,8.94µm
_03085_,8.94µm
_04705_,8.94µm
_04832_,8.94µm
_05432_,8.94µm
_05532_,8.94µm
_06356_,8.94µm
y0[6],8.93µm
_00480_,8.92µm
_00695_,8.92µm
_01173_,8.92µm
_01199_,8.92µm
_01226_,8.92µm
_01409_,8.92µm
_02866_,8.92µm
_03558_,8.92µm
_04669_,8.92µm
_04776_,8.92µm
_04882_,8.92µm
_04941_,8.92µm
_05080_,8.92µm
_05449_,8.92µm
_06796_,8.92µm
_03005_,8.915µm
_00099_,8.9µm
_00654_,8.9µm
_01478_,8.9µm
_02305_,8.9µm
_02795_,8.9µm
_03224_,8.9µm
_03284_,8.9µm
_03430_,8.9µm
_03603_,8.9µm
_03911_,8.9µm
_04123_,8.9µm
_04668_,8.9µm
_04734_,8.9µm
_04884_,8.9µm
_05081_,8.9µm
_05903_,8.9µm
_06245_,8.9µm
_06399_,8.9µm
_06650_,8.9µm
_00744_,8.88µm
_00987_,8.88µm
_01276_,8.88µm
_03814_,8.88µm
_04793_,8.88µm
_02284_,8.86µm
_03853_,8.86µm
_05366_,8.86µm
_05984_,8.86µm
_00522_,8.84µm
w20[0],8.84µm
w20[2],8.84µm
w20[4],8.84µm
w20[5],8.84µm
w20[7],8.84µm
w21[0],8.84µm
w22[1],8.84µm
w23[3],8.84µm
w31[7],8.84µm
w32[3],8.84µm
x2[1],8.84µm
x3[7],8.84µm
_00329_,8.825µm
_01800_,8.82µm
_03456_,8.82µm
_03788_,8.82µm
_05381_,8.82µm
_05520_,8.82µm
_05796_,8.82µm
_05835_,8.82µm
_06161_,8.82µm
_06253_,8.82µm
_06619_,8.82µm
_06648_,8.82µm
_00586_,8.8µm
_00631_,8.8µm
_02081_,8.8µm
_02266_,8.8µm
_02362_,8.8µm
_02989_,8.8µm
_04339_,8.8µm
_05367_,8.8µm
_01831_,8.78µm
_01879_,8.78µm
_02135_,8.78µm
_02369_,8.78µm
_03387_,8.78µm
_04558_,8.78µm
_04587_,8.78µm
_04641_,8.78µm
_04898_,8.78µm
_05179_,8.78µm
_05939_,8.78µm
_06323_,8.78µm
_03079_,8.76µm
_03111_,8.76µm
_03746_,8.76µm
_04218_,8.76µm
_04721_,8.76µm
_00619_,8.75µm
_00945_,8.74µm
_05102_,8.72µm
_05232_,8.72µm
rst_n,8.72µm
w20[3],8.72µm
w20[6],8.72µm
w21[4],8.72µm
w21[6],8.72µm
w21[7],8.72µm
w22[3],8.72µm
w22[6],8.72µm
w23[1],8.72µm
w23[4],8.72µm
w23[5],8.72µm
w23[6],8.72µm
w23[7],8.72µm
w31[5],8.72µm
w32[5],8.72µm
x1[3],8.72µm
x1[6],8.72µm
x2[2],8.72µm
x2[4],8.72µm
x2[5],8.72µm
x3[3],8.72µm
_00262_,8.7µm
_00311_,8.7µm
_00453_,8.7µm
_00635_,8.7µm
_01101_,8.7µm
_01329_,8.7µm
_02260_,8.7µm
_02577_,8.7µm
_02586_,8.7µm
_03353_,8.7µm
_03467_,8.7µm
_03774_,8.7µm
_03905_,8.7µm
_04124_,8.7µm
_04216_,8.7µm
_05088_,8.7µm
_05181_,8.7µm
_05457_,8.7µm
_05828_,8.7µm
_06397_,8.7µm
_00972_,8.68µm
_02799_,8.68µm
_04116_,8.68µm
_05468_,8.68µm
_06344_,8.68µm
_00734_,8.66µm
_00909_,8.66µm
_01886_,8.66µm
_04462_,8.66µm
_04783_,8.66µm
_05426_,8.66µm
_05642_,8.66µm
_05657_,8.66µm
_05659_,8.66µm
_06159_,8.66µm
_00408_,8.64µm
_00808_,8.64µm
_01281_,8.64µm
_02796_,8.64µm
_04225_,8.64µm
_06625_,8.64µm
_01461_,8.62µm
_05787_,8.62µm
_06118_,8.62µm
_00528_,8.6µm
_02312_,8.6µm
_03630_,8.6µm
_03823_,8.6µm
_06793_,8.6µm
_06152_,8.59µm
_00735_,8.58µm
_02041_,8.58µm
_02574_,8.58µm
_02663_,8.58µm
_02757_,8.58µm
_02893_,8.58µm
_03007_,8.58µm
_03015_,8.58µm
_03229_,8.58µm
_03296_,8.58µm
_03665_,8.58µm
_03921_,8.58µm
_04176_,8.58µm
_04373_,8.58µm
_04421_,8.58µm
_04510_,8.58µm
_04538_,8.58µm
_04794_,8.58µm
_04811_,8.58µm
_05039_,8.58µm
_05139_,8.58µm
_00005_,8.56µm
_00850_,8.56µm
_01053_,8.56µm
_02118_,8.56µm
_02432_,8.56µm
_02737_,8.56µm
_04081_,8.56µm
_04230_,8.56µm
_04606_,8.56µm
_05003_,8.56µm
_05241_,8.56µm
_06259_,8.56µm
_06441_,8.56µm
_06604_,8.56µm
net224,8.56µm
_04243_,8.555µm
_06334_,8.545µm
_00189_,8.54µm
_01071_,8.54µm
_03258_,8.54µm
_04020_,8.54µm
_04272_,8.54µm
_04349_,8.54µm
_04534_,8.54µm
_05504_,8.54µm
_06684_,8.54µm
y0[2],8.53µm
_00797_,8.52µm
_00805_,8.52µm
_01180_,8.52µm
_03505_,8.52µm
_03675_,8.52µm
_06572_,8.52µm
w30[1],8.51µm
_00736_,8.5µm
_01793_,8.5µm
_04708_,8.5µm
_05303_,8.5µm
_05556_,8.5µm
_05742_,8.5µm
_00305_,8.48µm
_01451_,8.48µm
_01658_,8.48µm
_03295_,8.48µm
_03618_,8.48µm
_03659_,8.48µm
_03709_,8.48µm
_05169_,8.48µm
_05698_,8.48µm
_05956_,8.48µm
_00323_,8.46µm
_02376_,8.46µm
_02389_,8.46µm
_02687_,8.46µm
_02830_,8.46µm
_03088_,8.46µm
_03270_,8.46µm
_03319_,8.46µm
_03592_,8.46µm
_04247_,8.46µm
_04309_,8.46µm
_04677_,8.46µm
_04820_,8.46µm
_05162_,8.46µm
_05645_,8.46µm
_06201_,8.46µm
_06538_,8.46µm
_06740_,8.46µm
_00416_,8.45µm
_00493_,8.44µm
_00569_,8.44µm
_00809_,8.44µm
_00934_,8.44µm
_01143_,8.44µm
_01973_,8.44µm
_02502_,8.44µm
_02973_,8.44µm
_03150_,8.44µm
_03466_,8.44µm
_04531_,8.44µm
_04554_,8.44µm
_04883_,8.44µm
_05108_,8.44µm
_05637_,8.44µm
_05827_,8.44µm
_06150_,8.44µm
_06189_,8.44µm
_06438_,8.44µm
_06702_,8.44µm
net211,8.44µm
_00701_,8.42µm
_01748_,8.42µm
_02575_,8.42µm
_01113_,8.4µm
_02117_,8.4µm
_05037_,8.4µm
_05713_,8.4µm
_05760_,8.4µm
_06006_,8.4µm
_06622_,8.4µm
net174,8.4µm
_01095_,8.38µm
_04528_,8.38µm
x2[7],8.38µm
_06429_,8.365µm
_00013_,8.36µm
_00466_,8.36µm
_00473_,8.36µm
_00707_,8.36µm
_01537_,8.36µm
_02377_,8.36µm
_03116_,8.36µm
_03415_,8.36µm
_04293_,8.36µm
_04702_,8.36µm
_05841_,8.36µm
_05918_,8.36µm
_05959_,8.36µm
_06565_,8.36µm
_03449_,8.34µm
_03821_,8.34µm
_04500_,8.33µm
_00143_,8.32µm
_00175_,8.32µm
_00306_,8.32µm
_00841_,8.32µm
_00845_,8.32µm
_01097_,8.32µm
_02011_,8.32µm
_02072_,8.32µm
_02932_,8.32µm
_03846_,8.32µm
_04012_,8.32µm
_04357_,8.32µm
_05536_,8.32µm
_05587_,8.32µm
_05751_,8.32µm
_06440_,8.32µm
_06714_,8.32µm
_05638_,8.315µm
_04472_,8.3µm
_04937_,8.3µm
net777,8.3µm
_06181_,8.295µm
y3[10],8.29µm
_00003_,8.28µm
_03068_,8.28µm
_05252_,8.28µm
_05876_,8.28µm
_06275_,8.28µm
_05445_,8.27µm
_00846_,8.26µm
_02185_,8.26µm
_03127_,8.26µm
_03220_,8.26µm
_03370_,8.26µm
y0[9],8.25µm
_00209_,8.24µm
_00247_,8.24µm
_01177_,8.24µm
_01889_,8.24µm
_01994_,8.24µm
_02706_,8.24µm
_02865_,8.24µm
_02931_,8.24µm
_04321_,8.24µm
_05683_,8.24µm
_05831_,8.24µm
_05900_,8.24µm
_05942_,8.24µm
_05997_,8.24µm
_06098_,8.24µm
_06172_,8.24µm
_06178_,8.24µm
_06460_,8.24µm
_06677_,8.24µm
_01643_,8.22µm
_02289_,8.22µm
_03942_,8.22µm
_06340_,8.22µm
_01884_,8.215µm
_00622_,8.2µm
_01900_,8.2µm
_02219_,8.2µm
_02559_,8.2µm
_02572_,8.2µm
_02899_,8.2µm
_03207_,8.2µm
_03377_,8.2µm
_03405_,8.2µm
_03521_,8.2µm
_05097_,8.2µm
_05317_,8.2µm
_05649_,8.2µm
_06036_,8.2µm
_06381_,8.2µm
_06394_,8.2µm
_01263_,8.17µm
_01682_,8.16µm
_03888_,8.16µm
_04897_,8.16µm
_05333_,8.16µm
_06475_,8.155µm
_04699_,8.15µm
_01457_,8.14µm
_03539_,8.14µm
_03550_,8.14µm
_04132_,8.14µm
_04325_,8.14µm
_04896_,8.14µm
_04973_,8.14µm
_05754_,8.14µm
_06325_,8.14µm
_06424_,8.14µm
net815,8.14µm
_00665_,8.13µm
_05602_,8.13µm
_06078_,8.125µm
_00159_,8.12µm
_00246_,8.12µm
_00395_,8.12µm
_01352_,8.12µm
_02194_,8.12µm
_02668_,8.12µm
_02691_,8.12µm
_03143_,8.12µm
_03502_,8.12µm
_03518_,8.12µm
_03596_,8.12µm
_03715_,8.12µm
_03914_,8.12µm
_04604_,8.12µm
_04636_,8.12µm
_04869_,8.12µm
_05030_,8.12µm
_06234_,8.12µm
_06295_,8.12µm
_06387_,8.12µm
net730,8.12µm
_05635_,8.11µm
_00488_,8.1µm
_01344_,8.1µm
_01530_,8.1µm
_03484_,8.1µm
_03973_,8.1µm
_04257_,8.1µm
_04355_,8.1µm
_05219_,8.1µm
_05631_,8.1µm
_05772_,8.1µm
_06050_,8.1µm
_06338_,8.1µm
_06486_,8.1µm
_04217_,8.085µm
_00854_,8.08µm
_01590_,8.08µm
_02015_,8.08µm
_02370_,8.08µm
_02538_,8.08µm
_03307_,8.08µm
_04328_,8.08µm
_04571_,8.08µm
_05185_,8.08µm
_06789_,8.08µm
_03607_,8.06µm
_05458_,8.06µm
_06224_,8.06µm
_01812_,8.05µm
y2[3],8.05µm
_03927_,8.045µm
_02026_,8.04µm
_02095_,8.04µm
_02319_,8.04µm
_03734_,8.04µm
_04204_,8.04µm
_05109_,8.04µm
_05967_,8.04µm
_06771_,8.04µm
net926,8.04µm
_00612_,8.02µm
_01420_,8.02µm
_01513_,8.02µm
_01951_,8.02µm
_02085_,8.02µm
_02210_,8.02µm
_02628_,8.02µm
_02645_,8.02µm
_02814_,8.02µm
_03783_,8.02µm
_04153_,8.02µm
_04341_,8.02µm
_04865_,8.02µm
_05061_,8.02µm
_05554_,8.02µm
_05783_,8.02µm
_05810_,8.02µm
_06231_,8.02µm
_00641_,8µm
_00719_,8µm
_01120_,8µm
_02387_,8µm
_02521_,8µm
_02768_,8µm
_02883_,8µm
_03023_,8µm
_04565_,8µm
_05794_,8µm
_06751_,8µm
_04214_,7.985µm
_00200_,7.98µm
_00204_,7.98µm
_00613_,7.98µm
_00752_,7.98µm
_01116_,7.98µm
_01248_,7.98µm
_01293_,7.98µm
_01529_,7.98µm
_01751_,7.98µm
_01784_,7.98µm
_01866_,7.98µm
_02677_,7.98µm
_03300_,7.98µm
_03425_,7.98µm
_03991_,7.98µm
_04507_,7.98µm
_04701_,7.98µm
_04805_,7.98µm
_05390_,7.98µm
_05499_,7.98µm
_06229_,7.98µm
_06532_,7.98µm
_06543_,7.98µm
_06743_,7.98µm
net222,7.98µm
_01371_,7.96µm
_02169_,7.96µm
_05455_,7.96µm
_06262_,7.96µm
_00908_,7.94µm
_01441_,7.94µm
_03471_,7.93µm
_05409_,7.93µm
w33[2],7.93µm
_02531_,7.92µm
_03661_,7.92µm
_05677_,7.92µm
_06252_,7.92µm
_02279_,7.91µm
_01955_,7.905µm
_00280_,7.9µm
_01311_,7.9µm
_01381_,7.9µm
_01412_,7.9µm
_01938_,7.9µm
_02060_,7.9µm
_02484_,7.9µm
_02579_,7.9µm
_03355_,7.9µm
_03451_,7.9µm
_04063_,7.9µm
_04478_,7.9µm
_05126_,7.9µm
_06403_,7.9µm
net761,7.9µm
net762,7.9µm
net764,7.9µm
_02723_,7.88µm
_03831_,7.88µm
_04159_,7.88µm
_05337_,7.88µm
_06090_,7.88µm
_03073_,7.875µm
_03409_,7.875µm
_05369_,7.865µm
_00623_,7.86µm
_00786_,7.86µm
_01017_,7.86µm
_01152_,7.86µm
_01280_,7.86µm
_01407_,7.86µm
_02368_,7.86µm
_02497_,7.86µm
_02592_,7.86µm
_04286_,7.86µm
_04385_,7.86µm
_06149_,7.86µm
_06563_,7.86µm
_06584_,7.86µm
_06602_,7.86µm
net945,7.86µm
_01853_,7.85µm
_00370_,7.84µm
_01028_,7.84µm
_05351_,7.82µm
_06177_,7.82µm
_06199_,7.82µm
_01167_,7.8µm
_01426_,7.8µm
_04099_,7.8µm
_02183_,7.795µm
_00592_,7.78µm
_01574_,7.78µm
_01937_,7.78µm
_03759_,7.78µm
_03773_,7.78µm
_03816_,7.78µm
_04072_,7.78µm
_04963_,7.78µm
_05168_,7.78µm
_05630_,7.78µm
_06744_,7.78µm
_00034_,7.76µm
_04237_,7.76µm
_04499_,7.76µm
_05359_,7.76µm
_03509_,7.745µm
_00141_,7.74µm
_00605_,7.74µm
_01578_,7.74µm
_01934_,7.74µm
_02077_,7.74µm
_03011_,7.74µm
_04700_,7.74µm
net139,7.72µm
_04089_,7.7µm
_05839_,7.7µm
_01527_,7.68µm
_02359_,7.68µm
_02460_,7.68µm
_02469_,7.68µm
_02641_,7.68µm
_03115_,7.68µm
_03543_,7.68µm
_03627_,7.68µm
_04706_,7.68µm
_06303_,7.68µm
_00379_,7.66µm
_00886_,7.66µm
_01383_,7.66µm
_01891_,7.66µm
_02045_,7.66µm
_02142_,7.66µm
_02270_,7.66µm
_04068_,7.66µm
_04170_,7.66µm
_04227_,7.66µm
_04863_,7.66µm
_04919_,7.66µm
_04994_,7.66µm
_05206_,7.66µm
_05277_,7.66µm
_05382_,7.66µm
_05937_,7.66µm
_05999_,7.66µm
_00799_,7.64µm
_01206_,7.64µm
_01701_,7.64µm
_01782_,7.64µm
_04179_,7.64µm
_04363_,7.64µm
_05274_,7.64µm
_05568_,7.64µm
_05795_,7.64µm
_06130_,7.64µm
_06166_,7.64µm
_06228_,7.64µm
_06454_,7.64µm
net171,7.64µm
_00266_,7.62µm
_01388_,7.62µm
_02133_,7.62µm
_03464_,7.62µm
_05115_,7.62µm
_05150_,7.62µm
_05484_,7.62µm
_06535_,7.62µm
_06596_,7.62µm
_00603_,7.615µm
_00265_,7.6µm
_00645_,7.6µm
net185,7.6µm
net935,7.6µm
_02607_,7.59µm
_01565_,7.585µm
_00078_,7.58µm
_00525_,7.58µm
_01573_,7.58µm
_01870_,7.58µm
_02211_,7.58µm
_04638_,7.58µm
_05111_,7.58µm
_05419_,7.58µm
_05465_,7.58µm
_00081_,7.56µm
_00817_,7.56µm
_00942_,7.56µm
_01476_,7.56µm
_01954_,7.56µm
_02540_,7.56µm
_02936_,7.56µm
_03069_,7.56µm
_03754_,7.56µm
_03952_,7.56µm
_04957_,7.56µm
_05006_,7.56µm
_05851_,7.56µm
_05964_,7.56µm
_06069_,7.56µm
_06521_,7.56µm
_01967_,7.555µm
_00640_,7.54µm
_00789_,7.54µm
_01540_,7.54µm
_02529_,7.54µm
_03299_,7.54µm
_04082_,7.54µm
_04255_,7.54µm
_04977_,7.54µm
_05423_,7.54µm
_05439_,7.54µm
_05817_,7.54µm
_05921_,7.54µm
_05987_,7.54µm
_01984_,7.535µm
_00071_,7.52µm
_00487_,7.52µm
_00503_,7.52µm
_00853_,7.52µm
_01471_,7.52µm
_02337_,7.52µm
_03066_,7.52µm
_03708_,7.52µm
_04260_,7.52µm
_04343_,7.52µm
_04375_,7.52µm
_04390_,7.52µm
_04429_,7.52µm
_04441_,7.52µm
_04519_,7.52µm
_04585_,7.52µm
_04846_,7.52µm
_05093_,7.52µm
_05262_,7.52µm
_05365_,7.52µm
_05616_,7.52µm
_05752_,7.52µm
_05821_,7.52µm
_06194_,7.52µm
_06610_,7.52µm
_00713_,7.5µm
_05462_,7.5µm
_06531_,7.5µm
_03454_,7.48µm
_04642_,7.48µm
net756,7.48µm
net934,7.48µm
_01292_,7.46µm
_03074_,7.46µm
_03277_,7.46µm
_04210_,7.46µm
_05475_,7.46µm
_05854_,7.46µm
_06106_,7.46µm
_00420_,7.45µm
_03912_,7.45µm
_00062_,7.44µm
_00307_,7.44µm
_00350_,7.44µm
_01561_,7.44µm
_01676_,7.44µm
_02027_,7.44µm
_02448_,7.44µm
_02869_,7.44µm
_03349_,7.44µm
_03445_,7.44µm
_03638_,7.44µm
_03674_,7.44µm
_03718_,7.44µm
_04059_,7.44µm
_04712_,7.44µm
_04765_,7.44µm
_04881_,7.44µm
_05189_,7.44µm
_06263_,7.44µm
_06419_,7.44µm
_06433_,7.44µm
_04735_,7.43µm
_00327_,7.42µm
_01062_,7.42µm
_01635_,7.42µm
_02391_,7.42µm
_05248_,7.42µm
_05928_,7.42µm
_04053_,7.415µm
_00120_,7.4µm
_01699_,7.4µm
_02306_,7.4µm
_02435_,7.4µm
_02938_,7.4µm
_03602_,7.4µm
_04233_,7.4µm
_05086_,7.4µm
_06096_,7.4µm
_02517_,7.395µm
_06588_,7.39µm
_03884_,7.36µm
_04829_,7.36µm
y0[5],7.35µm
_06383_,7.345µm
_01436_,7.34µm
_03246_,7.34µm
_06421_,7.34µm
net142,7.34µm
net907,7.34µm
_00153_,7.32µm
_00196_,7.32µm
_00365_,7.32µm
_00449_,7.32µm
_00883_,7.32µm
_01158_,7.32µm
_01430_,7.32µm
_01632_,7.32µm
_02059_,7.32µm
_02094_,7.32µm
_02364_,7.32µm
_02393_,7.32µm
_02532_,7.32µm
_02600_,7.32µm
_02818_,7.32µm
_03090_,7.32µm
_03200_,7.32µm
_04035_,7.32µm
_04102_,7.32µm
_04134_,7.32µm
_04315_,7.32µm
_04319_,7.32µm
_04392_,7.32µm
_05135_,7.32µm
_05256_,7.32µm
_05271_,7.32µm
_05902_,7.32µm
_06108_,7.32µm
_06206_,7.32µm
_06473_,7.32µm
_01012_,7.3µm
_01979_,7.3µm
_02937_,7.3µm
_02541_,7.285µm
_06116_,7.285µm
_00667_,7.28µm
_01091_,7.28µm
_02035_,7.28µm
_03727_,7.28µm
_03977_,7.28µm
_04418_,7.28µm
_05155_,7.28µm
_05968_,7.28µm
_06632_,7.28µm
_06687_,7.28µm
_00705_,7.25µm
w00[1],7.25µm
_01021_,7.245µm
_00497_,7.24µm
_00964_,7.24µm
_01036_,7.24µm
_02486_,7.24µm
_04474_,7.24µm
_05420_,7.24µm
_05486_,7.24µm
net188,7.24µm
w32[2],7.23µm
y1[4],7.23µm
_00021_,7.22µm
_00257_,7.22µm
_02214_,7.22µm
_02751_,7.22µm
_03875_,7.22µm
_04995_,7.22µm
_05156_,7.22µm
_06267_,7.22µm
_00599_,7.2µm
_00629_,7.2µm
_00919_,7.2µm
_01324_,7.2µm
_01428_,7.2µm
_02354_,7.2µm
_02675_,7.2µm
_02726_,7.2µm
_03398_,7.2µm
_03437_,7.2µm
_03633_,7.2µm
_03891_,7.2µm
_04727_,7.2µm
_04944_,7.2µm
_05182_,7.2µm
_05336_,7.2µm
_05496_,7.2µm
_05923_,7.2µm
_06255_,7.2µm
net244,7.2µm
_04397_,7.195µm
_00607_,7.18µm
_00895_,7.18µm
_01502_,7.18µm
_02288_,7.18µm
_02848_,7.18µm
_03062_,7.18µm
_03113_,7.18µm
_03614_,7.18µm
_03832_,7.18µm
_04079_,7.18µm
_04168_,7.18µm
_05936_,7.18µm
_06087_,7.18µm
_06200_,7.18µm
_06203_,7.18µm
_06398_,7.18µm
_01785_,7.16µm
_05001_,7.16µm
_01562_,7.14µm
_00249_,7.13µm
_02256_,7.13µm
_01542_,7.12µm
_01579_,7.12µm
_01732_,7.12µm
_02112_,7.12µm
_03557_,7.12µm
_04195_,7.12µm
_05221_,7.12µm
_05438_,7.12µm
_06462_,7.115µm
net844,7.11µm
_00147_,7.1µm
_01238_,7.1µm
_01272_,7.1µm
_02086_,7.1µm
_02787_,7.1µm
_03215_,7.1µm
_03249_,7.1µm
_03366_,7.1µm
_03531_,7.1µm
_04200_,7.1µm
_04415_,7.1µm
_04890_,7.1µm
_04917_,7.1µm
_05116_,7.1µm
_05392_,7.1µm
_05605_,7.1µm
_06467_,7.1µm
_00086_,7.08µm
_01377_,7.08µm
_01474_,7.08µm
_01556_,7.08µm
_01867_,7.08µm
_01912_,7.08µm
_01940_,7.08µm
_03560_,7.08µm
_03610_,7.08µm
_04118_,7.08µm
_04362_,7.08µm
_04525_,7.08µm
_04724_,7.08µm
_05046_,7.08µm
_05230_,7.08µm
_05338_,7.08µm
_00358_,7.06µm
_00384_,7.06µm
_00661_,7.06µm
_00814_,7.06µm
_00893_,7.06µm
_01639_,7.06µm
_01640_,7.06µm
_01706_,7.06µm
_01985_,7.06µm
_02222_,7.06µm
_02599_,7.06µm
_03524_,7.06µm
_04453_,7.06µm
_04719_,7.06µm
_04891_,7.06µm
_05146_,7.06µm
_05766_,7.06µm
_05837_,7.06µm
_05948_,7.06µm
_06061_,7.06µm
_06272_,7.06µm
_06759_,7.06µm
_06800_,7.06µm
net202,7.06µm
_04240_,7.04µm
_04634_,7.04µm
_06480_,7.01µm
_03765_,7µm
_06058_,7µm
_00051_,6.98µm
_00105_,6.98µm
_00861_,6.98µm
_01039_,6.98µm
_01074_,6.98µm
_01605_,6.98µm
_01678_,6.98µm
_02244_,6.98µm
_02488_,6.98µm
_02637_,6.98µm
_02905_,6.98µm
_03050_,6.98µm
_03302_,6.98µm
_03411_,6.98µm
_03414_,6.98µm
_03569_,6.98µm
_03936_,6.98µm
_04490_,6.98µm
_04692_,6.98µm
_05188_,6.98µm
_05622_,6.98µm
_05801_,6.98µm
_06620_,6.98µm
_06755_,6.98µm
net745,6.98µm
_02171_,6.96µm
_03463_,6.96µm
_03482_,6.96µm
_05768_,6.96µm
_05875_,6.96µm
_06067_,6.96µm
_06712_,6.96µm
_00194_,6.94µm
_00253_,6.94µm
_00325_,6.94µm
_00877_,6.94µm
_01594_,6.94µm
_01746_,6.94µm
_01856_,6.94µm
_04140_,6.94µm
_04936_,6.94µm
_04978_,6.94µm
_05153_,6.94µm
net843,6.94µm
net994,6.94µm
_05979_,6.91µm
w01[1],6.91µm
_00006_,6.88µm
_00049_,6.88µm
_00584_,6.88µm
_02083_,6.88µm
_02470_,6.88µm
_05284_,6.88µm
_05974_,6.88µm
_06002_,6.87µm
_00296_,6.86µm
_00374_,6.86µm
_00455_,6.86µm
_00632_,6.86µm
_00829_,6.86µm
_01125_,6.86µm
_01601_,6.86µm
_01659_,6.86µm
_01776_,6.86µm
_01982_,6.86µm
_02692_,6.86µm
_02748_,6.86µm
_03078_,6.86µm
_03087_,6.86µm
_03156_,6.86µm
_03205_,6.86µm
_03922_,6.86µm
_04011_,6.86µm
_04037_,6.86µm
_04251_,6.86µm
_04267_,6.86µm
