net,length_um
_00606_,13.3µm
_03201_,13.3µm
_05477_,13.3µm
_02157_,13.28µm
_00543_,13.26µm
_01711_,13.26µm
_02006_,13.26µm
_02890_,13.26µm
_04476_,13.26µm
_04504_,13.26µm
_06143_,13.26µm
_03266_,13.24µm
_05003_,13.24µm
_01150_,13.22µm
_04384_,13.22µm
_05025_,13.22µm
net179,13.22µm
_02950_,13.2µm
_03180_,13.2µm
_03895_,13.2µm
_04960_,13.2µm
_06699_,13.2µm
_01851_,13.18µm
_03687_,13.18µm
_05114_,13.18µm
_06758_,13.18µm
_02941_,13.17µm
_02821_,13.16µm
_05489_,13.16µm
_05521_,13.16µm
_06313_,13.16µm
_06426_,13.16µm
w10[3],13.16µm
_01001_,13.14µm
_05004_,13.14µm
_05977_,13.135µm
_00142_,13.12µm
_02760_,13.12µm
_03265_,13.12µm
_03607_,13.12µm
_06671_,13.12µm
_03533_,13.1µm
_04150_,13.1µm
_04953_,13.1µm
_05127_,13.1µm
_06003_,13.1µm
_01719_,13.08µm
_02412_,13.08µm
_02738_,13.08µm
_03828_,13.08µm
_06086_,13.08µm
_06806_,13.08µm
_00717_,13.06µm
_06701_,13.06µm
_03477_,13.04µm
_04123_,13.04µm
_04732_,13.04µm
_05101_,13.04µm
_01380_,13.03µm
_05717_,13.02µm
_02854_,13.005µm
_02580_,13µm
_05371_,13µm
_00550_,12.99µm
_05858_,12.98µm
_06249_,12.98µm
_06614_,12.98µm
_00928_,12.96µm
_04084_,12.96µm
_04094_,12.96µm
_04359_,12.96µm
_05880_,12.96µm
_06414_,12.96µm
_00798_,12.94µm
_00870_,12.94µm
_01213_,12.94µm
_01802_,12.94µm
_03838_,12.94µm
_00486_,12.92µm
_02028_,12.92µm
_02615_,12.92µm
_04746_,12.92µm
_05930_,12.92µm
_06470_,12.92µm
net172,12.92µm
_00139_,12.9µm
_01696_,12.9µm
_02347_,12.9µm
_02833_,12.9µm
_02870_,12.9µm
_00015_,12.88µm
_06291_,12.88µm
_06547_,12.88µm
_00529_,12.86µm
_06703_,12.845µm
_01276_,12.84µm
_01419_,12.84µm
_03721_,12.84µm
_04398_,12.84µm
_05379_,12.84µm
_01737_,12.82µm
_04887_,12.82µm
_00031_,12.8µm
_00826_,12.8µm
_02671_,12.8µm
_02999_,12.8µm
net244,12.78µm
_01042_,12.76µm
_02679_,12.76µm
_03358_,12.76µm
_04222_,12.76µm
_06413_,12.76µm
net207,12.76µm
_04360_,12.75µm
_01181_,12.74µm
_04301_,12.74µm
_04643_,12.74µm
_03574_,12.725µm
_01110_,12.72µm
_03902_,12.72µm
_00850_,12.7µm
_04498_,12.7µm
_04513_,12.7µm
_05084_,12.7µm
_05390_,12.7µm
w01[3],12.7µm
w10[1],12.7µm
w11[3],12.7µm
w12[7],12.7µm
w13[1],12.7µm
w13[3],12.7µm
w13[5],12.7µm
x1[1],12.7µm
_01503_,12.68µm
_03058_,12.68µm
_05300_,12.68µm
_02162_,12.66µm
_02891_,12.66µm
_03848_,12.66µm
_05079_,12.65µm
_01466_,12.64µm
_03556_,12.64µm
_04083_,12.64µm
_06257_,12.64µm
_01519_,12.62µm
_02268_,12.62µm
_03747_,12.62µm
_05769_,12.62µm
_03038_,12.6µm
_04743_,12.6µm
y0[13],12.6µm
y2[14],12.6µm
_00371_,12.58µm
_01046_,12.58µm
_01300_,12.58µm
_03769_,12.58µm
_04093_,12.58µm
_05066_,12.58µm
_05488_,12.58µm
net143,12.58µm
_01333_,12.56µm
_01723_,12.56µm
_02087_,12.56µm
_05903_,12.56µm
_00216_,12.54µm
_00230_,12.54µm
_02695_,12.54µm
_05849_,12.54µm
_01325_,12.53µm
_03583_,12.53µm
_02506_,12.52µm
_02772_,12.52µm
_03345_,12.52µm
_04892_,12.52µm
w31[6],12.52µm
_01642_,12.51µm
_01917_,12.5µm
_05124_,12.5µm
_05273_,12.5µm
_05450_,12.5µm
_05621_,12.5µm
_06529_,12.5µm
_00700_,12.48µm
_01850_,12.48µm
_02730_,12.48µm
_03280_,12.48µm
_03390_,12.48µm
_05429_,12.46µm
_01654_,12.455µm
_04006_,12.445µm
_01920_,12.44µm
_02357_,12.44µm
_03124_,12.44µm
_03717_,12.44µm
_01006_,12.43µm
_00762_,12.42µm
_01304_,12.42µm
_02610_,12.42µm
_00430_,12.41µm
_02156_,12.41µm
_00906_,12.4µm
_01099_,12.4µm
_02175_,12.4µm
_06393_,12.4µm
w31[2],12.4µm
_00914_,12.38µm
_00981_,12.38µm
_01287_,12.38µm
_02158_,12.38µm
_03232_,12.38µm
_05295_,12.38µm
_05748_,12.38µm
_00205_,12.37µm
_05216_,12.355µm
_00730_,12.35µm
_00577_,12.345µm
_02365_,12.345µm
_01511_,12.34µm
_04453_,12.34µm
_05186_,12.34µm
_05628_,12.34µm
_00081_,12.32µm
_03425_,12.32µm
_06104_,12.32µm
_06661_,12.32µm
_00103_,12.31µm
_01393_,12.3µm
_01913_,12.3µm
_03012_,12.3µm
_05694_,12.3µm
_06602_,12.3µm
_00525_,12.28µm
_01439_,12.28µm
_02178_,12.28µm
_02226_,12.28µm
_03654_,12.28µm
_01299_,12.27µm
_02110_,12.26µm
_04865_,12.26µm
_05784_,12.26µm
_06507_,12.26µm
_00027_,12.24µm
_01510_,12.24µm
_01539_,12.24µm
_02445_,12.24µm
_02994_,12.24µm
w01[7],12.24µm
w02[4],12.24µm
w10[2],12.24µm
w10[6],12.24µm
w11[7],12.24µm
w12[3],12.24µm
w12[4],12.24µm
w13[0],12.24µm
w13[6],12.24µm
w13[7],12.24µm
net221,12.24µm
_01129_,12.22µm
_01149_,12.22µm
_01710_,12.22µm
_03064_,12.22µm
_04888_,12.22µm
_00859_,12.2µm
_04705_,12.2µm
_05208_,12.2µm
_06219_,12.2µm
_01227_,12.18µm
_02619_,12.18µm
_03512_,12.18µm
_05832_,12.18µm
_03370_,12.16µm
_04993_,12.16µm
_05312_,12.16µm
_06528_,12.16µm
_00102_,12.14µm
_00400_,12.14µm
_01433_,12.14µm
_02806_,12.14µm
_03318_,12.14µm
_03589_,12.14µm
_05180_,12.14µm
_05566_,12.14µm
_05730_,12.14µm
_06721_,12.14µm
_06781_,12.14µm
_00869_,12.12µm
_01056_,12.12µm
_02673_,12.12µm
_02910_,12.12µm
_03188_,12.12µm
_06438_,12.12µm
net163,12.12µm
_06078_,12.105µm
_00327_,12.1µm
_01621_,12.1µm
_01672_,12.1µm
_01816_,12.1µm
_02279_,12.1µm
_05447_,12.1µm
_06087_,12.1µm
_00172_,12.08µm
_01193_,12.08µm
_02380_,12.08µm
_02555_,12.06µm
_03077_,12.06µm
_06450_,12.06µm
_06653_,12.06µm
_00349_,12.04µm
_00725_,12.04µm
_03995_,12.04µm
_05929_,12.04µm
_01927_,12.035µm
_01035_,12.02µm
_03362_,12.02µm
_01901_,12µm
_02091_,12µm
_02471_,12µm
_02832_,12µm
_05198_,12µm
_06774_,11.99µm
_01028_,11.98µm
_01093_,11.98µm
_02109_,11.98µm
_06538_,11.98µm
_06578_,11.98µm
_06628_,11.97µm
_00320_,11.96µm
_01976_,11.96µm
_06209_,11.96µm
_06323_,11.96µm
_02534_,11.94µm
_06455_,11.94µm
_01837_,11.92µm
_02248_,11.92µm
_04800_,11.92µm
_05485_,11.92µm
_06576_,11.92µm
_03137_,11.915µm
_01314_,11.9µm
_03069_,11.9µm
_03606_,11.9µm
_03759_,11.9µm
_04611_,11.89µm
_02238_,11.88µm
_02327_,11.88µm
_04760_,11.88µm
_06337_,11.88µm
_02875_,11.87µm
_02705_,11.84µm
_03033_,11.84µm
_04580_,11.84µm
_04821_,11.84µm
_05143_,11.84µm
_05733_,11.84µm
_04018_,11.82µm
_06459_,11.82µm
_00135_,11.8µm
_02622_,11.8µm
_04985_,11.8µm
_05160_,11.8µm
_06775_,11.8µm
_02195_,11.78µm
_03047_,11.78µm
_03904_,11.78µm
_04662_,11.78µm
_05220_,11.78µm
w01[4],11.78µm
w01[5],11.78µm
w10[0],11.78µm
w10[5],11.78µm
w11[1],11.78µm
w11[2],11.78µm
w11[5],11.78µm
w11[6],11.78µm
w12[2],11.78µm
w12[5],11.78µm
w13[2],11.78µm
w13[4],11.78µm
w21[5],11.78µm
w22[4],11.78µm
x1[2],11.78µm
_03046_,11.775µm
_05974_,11.775µm
_03344_,11.77µm
_05303_,11.77µm
_00313_,11.76µm
_01114_,11.76µm
_03576_,11.76µm
_04859_,11.76µm
_00119_,11.74µm
_04586_,11.74µm
_01477_,11.73µm
_00357_,11.72µm
_03392_,11.72µm
_03970_,11.72µm
_06546_,11.72µm
_01240_,11.715µm
_01576_,11.71µm
_00170_,11.7µm
_00524_,11.7µm
_00910_,11.7µm
_04128_,11.7µm
_04489_,11.7µm
_04976_,11.7µm
_05223_,11.7µm
_06380_,11.7µm
w22[2],11.7µm
_01781_,11.68µm
_03005_,11.68µm
_03629_,11.68µm
_04804_,11.68µm
_05038_,11.68µm
_05806_,11.68µm
_06783_,11.68µm
y1[10],11.68µm
y1[12],11.68µm
y1[14],11.68µm
y1[15],11.68µm
y1[16],11.68µm
y1[6],11.68µm
y1[7],11.68µm
_04927_,11.675µm
_00156_,11.66µm
_01162_,11.66µm
_01588_,11.66µm
_01659_,11.66µm
_03498_,11.66µm
_04390_,11.66µm
_04563_,11.66µm
_04581_,11.66µm
_05032_,11.66µm
_06361_,11.66µm
_06443_,11.66µm
_06645_,11.66µm
_02987_,11.64µm
_03185_,11.64µm
_03218_,11.64µm
_04974_,11.64µm
_05077_,11.64µm
_05192_,11.64µm
_06610_,11.64µm
_03316_,11.63µm
_00702_,11.62µm
_00927_,11.62µm
_03500_,11.62µm
_03679_,11.62µm
_03684_,11.62µm
_04682_,11.62µm
_03490_,11.61µm
_02802_,11.605µm
_00516_,11.6µm
_04139_,11.6µm
_04517_,11.6µm
_00317_,11.58µm
_00739_,11.58µm
_03216_,11.58µm
_05125_,11.58µm
_05727_,11.58µm
_05758_,11.58µm
_05906_,11.58µm
_01176_,11.56µm
_01921_,11.56µm
_01983_,11.56µm
_03544_,11.56µm
_03870_,11.56µm
_04481_,11.56µm
_05376_,11.56µm
_06342_,11.555µm
_00157_,11.54µm
_01569_,11.54µm
_01942_,11.54µm
_02043_,11.54µm
_02147_,11.54µm
_03024_,11.54µm
_04748_,11.54µm
_05052_,11.54µm
_01735_,11.535µm
_01225_,11.52µm
_01322_,11.52µm
_01482_,11.52µm
_01855_,11.52µm
_05008_,11.52µm
_02089_,11.5µm
_03171_,11.5µm
_06630_,11.5µm
_06536_,11.49µm
w21[3],11.48µm
_00935_,11.46µm
_01153_,11.46µm
_01154_,11.46µm
_01350_,11.46µm
_01988_,11.46µm
_03353_,11.46µm
_03926_,11.46µm
_04477_,11.46µm
_04736_,11.46µm
_06223_,11.46µm
_06505_,11.46µm
_03558_,11.44µm
_04862_,11.44µm
_04907_,11.44µm
_05986_,11.44µm
w11[0],11.44µm
w23[2],11.44µm
_02457_,11.42µm
_03778_,11.42µm
_04590_,11.42µm
_06358_,11.42µm
_01112_,11.4µm
_01174_,11.4µm
_04188_,11.4µm
_06705_,11.4µm
_00638_,11.38µm
_00562_,11.36µm
_04288_,11.36µm
_05217_,11.36µm
_01958_,11.34µm
_01194_,11.335µm
_05265_,11.33µm
_00872_,11.32µm
_01195_,11.32µm
_02893_,11.32µm
_04756_,11.32µm
_00455_,11.315µm
_00600_,11.305µm
_05960_,11.305µm
_00871_,11.3µm
_01177_,11.3µm
_03101_,11.3µm
_03436_,11.3µm
_02355_,11.28µm
_04276_,11.28µm
_05689_,11.28µm
_06162_,11.28µm
_06447_,11.28µm
_00763_,11.26µm
_03244_,11.26µm
_03811_,11.26µm
_05912_,11.26µm
y2[11],11.26µm
_00860_,11.24µm
_02765_,11.24µm
_04149_,11.24µm
_04273_,11.24µm
_06157_,11.24µm
_02675_,11.23µm
_00114_,11.22µm
_01625_,11.22µm
_02861_,11.22µm
_02909_,11.22µm
_04873_,11.22µm
_05487_,11.22µm
_06165_,11.22µm
_06465_,11.22µm
y0[14],11.22µm
y0[15],11.22µm
y0[16],11.22µm
y1[11],11.22µm
y1[13],11.22µm
y3[14],11.22µm
_01151_,11.2µm
_01255_,11.2µm
_01329_,11.2µm
_01593_,11.2µm
_02065_,11.2µm
_03284_,11.2µm
_03361_,11.2µm
_03596_,11.2µm
_05235_,11.2µm
_05242_,11.2µm
_06175_,11.2µm
_00110_,11.18µm
_00204_,11.18µm
_00804_,11.18µm
_01362_,11.18µm
_01512_,11.18µm
_02274_,11.18µm
_04889_,11.18µm
_05339_,11.18µm
_05498_,11.18µm
_01237_,11.16µm
_02930_,11.16µm
_03900_,11.16µm
_05015_,11.16µm
_05575_,11.16µm
_06069_,11.16µm
_06167_,11.16µm
_06623_,11.16µm
_01922_,11.15µm
_00346_,11.14µm
_01034_,11.14µm
_03885_,11.14µm
_05322_,11.14µm
x2[0],11.14µm
_00282_,11.12µm
_00290_,11.12µm
_00572_,11.12µm
_01819_,11.12µm
_02778_,11.12µm
_05518_,11.12µm
_05561_,11.12µm
_06006_,11.12µm
_05996_,11.115µm
_01067_,11.1µm
_01079_,11.1µm
_01201_,11.1µm
_01352_,11.1µm
_01793_,11.1µm
_03329_,11.1µm
_00457_,11.095µm
_01605_,11.08µm
_01858_,11.08µm
_02320_,11.08µm
_03194_,11.08µm
_03538_,11.08µm
_04259_,11.08µm
_04997_,11.08µm
_06193_,11.08µm
_06648_,11.08µm
_02054_,11.06µm
_05770_,11.06µm
_06482_,11.06µm
_05248_,11.04µm
net231,11.04µm
_01909_,11.02µm
_03363_,11.02µm
_04524_,11.02µm
_06463_,11.02µm
w20[1],11.02µm
w22[5],11.02µm
w31[3],11.02µm
net46,11.02µm
_01103_,11µm
_01122_,11µm
_01148_,11µm
_01451_,11µm
_01750_,11µm
_02081_,11µm
_03966_,11µm
_04941_,11µm
_06176_,11µm
_06253_,10.985µm
_00294_,10.98µm
_02630_,10.98µm
_03925_,10.98µm
_04119_,10.98µm
_05677_,10.98µm
_00354_,10.96µm
_00712_,10.96µm
_01208_,10.96µm
_02869_,10.96µm
_02880_,10.96µm
_03456_,10.96µm
_03511_,10.96µm
_03917_,10.96µm
_05256_,10.96µm
_06367_,10.96µm
_00405_,10.94µm
_03240_,10.94µm
_04558_,10.94µm
_05680_,10.94µm
_00514_,10.935µm
_00270_,10.92µm
_03271_,10.92µm
_03535_,10.92µm
_05133_,10.92µm
_05989_,10.92µm
_01495_,10.9µm
_06093_,10.9µm
_03335_,10.88µm
_04500_,10.88µm
_04789_,10.88µm
_01702_,10.87µm
_00254_,10.86µm
_01107_,10.86µm
_01630_,10.86µm
_01740_,10.86µm
_02818_,10.86µm
_02868_,10.86µm
_04157_,10.86µm
_04655_,10.86µm
_01595_,10.84µm
_03110_,10.84µm
_03701_,10.84µm
_04981_,10.84µm
_05776_,10.84µm
_05871_,10.84µm
_05995_,10.84µm
_06407_,10.84µm
_06541_,10.84µm
_02372_,10.82µm
_04468_,10.82µm
_05191_,10.82µm
_06679_,10.82µm
_05745_,10.81µm
_02495_,10.8µm
_03028_,10.8µm
_04241_,10.8µm
_05865_,10.8µm
_06140_,10.8µm
_06222_,10.8µm
y3[15],10.8µm
_04915_,10.79µm
_01016_,10.78µm
_01438_,10.78µm
_02628_,10.78µm
_03567_,10.78µm
_04167_,10.78µm
_04248_,10.78µm
_06022_,10.78µm
_06192_,10.78µm
_06284_,10.78µm
_06468_,10.78µm
_02889_,10.77µm
_02069_,10.765µm
_01567_,10.76µm
_01599_,10.76µm
_01612_,10.76µm
_02431_,10.76µm
_02847_,10.76µm
_02996_,10.76µm
_05457_,10.76µm
_05688_,10.76µm
_00074_,10.74µm
_00628_,10.74µm
_01440_,10.74µm
_03100_,10.74µm
_04034_,10.74µm
_04556_,10.74µm
_06208_,10.74µm
_06282_,10.74µm
_06347_,10.74µm
net222,10.74µm
_02722_,10.72µm
_03309_,10.72µm
_06136_,10.72µm
_06667_,10.72µm
_00578_,10.7µm
_01132_,10.7µm
_01348_,10.7µm
_01720_,10.7µm
_02239_,10.7µm
_03040_,10.7µm
_03375_,10.7µm
_03935_,10.7µm
_04559_,10.7µm
_04837_,10.7µm
_05108_,10.7µm
_05209_,10.7µm
_05913_,10.7µm
_06030_,10.7µm
_00703_,10.68µm
_01759_,10.68µm
_02367_,10.68µm
_04899_,10.67µm
_02149_,10.66µm
_03034_,10.66µm
_03366_,10.66µm
_03799_,10.66µm
_04720_,10.66µm
_05802_,10.66µm
_06060_,10.66µm
_00674_,10.64µm
_01757_,10.64µm
_01867_,10.64µm
_02701_,10.64µm
_04265_,10.64µm
_05735_,10.64µm
_06542_,10.64µm
_06552_,10.64µm
_00090_,10.62µm
_00793_,10.62µm
_02460_,10.62µm
_03730_,10.62µm
_03983_,10.62µm
_04853_,10.62µm
_05725_,10.62µm
_06292_,10.62µm
_04017_,10.6µm
_05301_,10.6µm
_05238_,10.585µm
_01907_,10.58µm
_02284_,10.58µm
_05195_,10.58µm
_05481_,10.58µm
_00792_,10.56µm
_01670_,10.56µm
_03668_,10.56µm
_03726_,10.56µm
_06432_,10.56µm
_00608_,10.54µm
_02061_,10.54µm
_04197_,10.54µm
_05305_,10.54µm
_06290_,10.54µm
_00443_,10.52µm
_01448_,10.52µm
_00238_,10.5µm
_00340_,10.5µm
_00909_,10.5µm
_01360_,10.5µm
_01486_,10.5µm
_04023_,10.5µm
_04346_,10.5µm
_04852_,10.5µm
_04860_,10.5µm
_00047_,10.48µm
_01634_,10.48µm
_02114_,10.48µm
_05869_,10.48µm
_03190_,10.47µm
_04677_,10.47µm
_05369_,10.465µm
_02120_,10.46µm
_02474_,10.46µm
_05797_,10.46µm
_04599_,10.455µm
_01066_,10.44µm
_04670_,10.44µm
_01632_,10.42µm
_02717_,10.42µm
_02916_,10.42µm
_03639_,10.42µm
_04155_,10.42µm
_05377_,10.42µm
_05443_,10.42µm
_05562_,10.42µm
_05973_,10.42µm
_06805_,10.42µm
_05348_,10.415µm
_04582_,10.41µm
_00633_,10.405µm
_00728_,10.4µm
_04923_,10.4µm
_01351_,10.38µm
_03303_,10.38µm
_04723_,10.38µm
_05086_,10.38µm
_05816_,10.38µm
_06537_,10.38µm
_05330_,10.37µm
_05331_,10.37µm
_00398_,10.36µm
_00649_,10.36µm
_00782_,10.36µm
_02856_,10.36µm
_03003_,10.36µm
_03376_,10.36µm
_04579_,10.36µm
_04901_,10.36µm
_01180_,10.34µm
_02566_,10.34µm
_04031_,10.34µm
_04220_,10.34µm
_04752_,10.34µm
_05671_,10.34µm
_01011_,10.32µm
_01456_,10.32µm
_02264_,10.32µm
_03162_,10.32µm
_04315_,10.32µm
_06120_,10.32µm
_04501_,10.315µm
_02590_,10.3µm
_02993_,10.3µm
_03187_,10.3µm
_03324_,10.3µm
_05850_,10.3µm
_06431_,10.3µm
_00032_,10.28µm
_00378_,10.28µm
_00771_,10.28µm
_02241_,10.28µm
_02571_,10.28µm
_03160_,10.28µm
_04411_,10.28µm
_04699_,10.28µm
_04864_,10.28µm
_04979_,10.28µm
_06565_,10.28µm
_06760_,10.28µm
_06778_,10.28µm
_02036_,10.265µm
_02422_,10.26µm
_03140_,10.26µm
_04749_,10.26µm
_05320_,10.26µm
net239,10.26µm
_00472_,10.24µm
_02024_,10.24µm
_02562_,10.24µm
_02563_,10.24µm
_02583_,10.24µm
_03965_,10.24µm
_04844_,10.24µm
_06248_,10.24µm
_06306_,10.24µm
_04393_,10.22µm
_05713_,10.22µm
w31[4],10.22µm
_04280_,10.21µm
_01846_,10.2µm
_02058_,10.2µm
_02988_,10.2µm
_03584_,10.2µm
_05432_,10.2µm
_06656_,10.2µm
_04007_,10.19µm
_00499_,10.18µm
_04832_,10.18µm
_05622_,10.18µm
_05966_,10.18µm
_00076_,10.16µm
_00913_,10.16µm
_01105_,10.16µm
_01171_,10.16µm
_01321_,10.16µm
_01572_,10.16µm
_02796_,10.16µm
_04205_,10.16µm
_04884_,10.16µm
_05560_,10.16µm
_05979_,10.16µm
_06412_,10.16µm
_05623_,10.145µm
_04036_,10.14µm
_04906_,10.14µm
_05001_,10.14µm
_06166_,10.14µm
_01236_,10.12µm
_02971_,10.12µm
_04876_,10.1µm
_06019_,10.1µm
w22[7],10.1µm
_00088_,10.08µm
_00583_,10.08µm
_00937_,10.08µm
_01950_,10.08µm
_02967_,10.08µm
_03434_,10.08µm
_03733_,10.08µm
_04523_,10.08µm
_06172_,10.08µm
_01204_,10.06µm
_01267_,10.06µm
_03415_,10.06µm
_04242_,10.06µm
_05537_,10.06µm
_06309_,10.06µm
_02395_,10.05µm
_02111_,10.04µm
_02127_,10.04µm
_02472_,10.04µm
_03373_,10.04µm
_04436_,10.04µm
_04769_,10.04µm
_05508_,10.04µm
_05983_,10.04µm
_06641_,10.04µm
_03237_,10.02µm
_04086_,10.02µm
_04457_,10.02µm
_06714_,10.02µm
_01637_,10µm
_01964_,10µm
_02260_,10µm
_03873_,10µm
_06500_,10µm
_06672_,10µm
_01691_,9.98µm
_04842_,9.98µm
_05732_,9.98µm
_05414_,9.97µm
_00235_,9.96µm
_00293_,9.96µm
_00477_,9.96µm
_00889_,9.96µm
_01080_,9.96µm
_01992_,9.96µm
_02810_,9.96µm
_03157_,9.96µm
_03183_,9.96µm
_03634_,9.96µm
_04729_,9.96µm
_05187_,9.96µm
_05413_,9.96µm
_06326_,9.96µm
_01278_,9.94µm
_01692_,9.94µm
_02282_,9.94µm
_02865_,9.94µm
_03296_,9.94µm
_03808_,9.94µm
_05089_,9.94µm
_05785_,9.94µm
_06142_,9.94µm
_06260_,9.94µm
_00066_,9.92µm
_00809_,9.92µm
_03313_,9.92µm
_03706_,9.92µm
_04107_,9.92µm
_05078_,9.92µm
_05708_,9.92µm
_00272_,9.9µm
_03764_,9.9µm
_04855_,9.9µm
_01256_,9.88µm
_01655_,9.88µm
_02346_,9.88µm
_02356_,9.88µm
_03042_,9.88µm
_03699_,9.88µm
_04048_,9.88µm
y3[16],9.88µm
y0[2],9.87µm
_00191_,9.86µm
_00276_,9.86µm
_01311_,9.86µm
_01713_,9.86µm
_01821_,9.86µm
_01825_,9.86µm
_02597_,9.86µm
_03336_,9.86µm
_05358_,9.86µm
_06170_,9.86µm
_06183_,9.86µm
_01137_,9.84µm
_01224_,9.84µm
_01863_,9.84µm
_02914_,9.84µm
_03166_,9.84µm
_03273_,9.84µm
_04013_,9.84µm
_04528_,9.84µm
_00661_,9.82µm
_00934_,9.82µm
_00954_,9.82µm
_01125_,9.82µm
_01326_,9.82µm
_02329_,9.82µm
_02417_,9.82µm
_03224_,9.82µm
_03294_,9.82µm
_03506_,9.82µm
_03611_,9.82µm
_04009_,9.82µm
_04252_,9.82µm
_04592_,9.82µm
_05155_,9.82µm
_05207_,9.82µm
_05325_,9.82µm
_05610_,9.82µm
_00171_,9.8µm
_04439_,9.8µm
_04902_,9.8µm
_06417_,9.8µm
_01467_,9.78µm
_04642_,9.78µm
_06710_,9.78µm
_06400_,9.775µm
_02227_,9.765µm
_01308_,9.76µm
_02084_,9.76µm
_03969_,9.76µm
_04848_,9.76µm
_05172_,9.76µm
_05458_,9.76µm
_00310_,9.74µm
_01416_,9.74µm
_01453_,9.74µm
_02206_,9.74µm
_02952_,9.74µm
_03580_,9.74µm
_03909_,9.74µm
_03994_,9.74µm
_05352_,9.74µm
_00833_,9.72µm
_01040_,9.72µm
_02817_,9.72µm
_05147_,9.72µm
_05237_,9.72µm
_06050_,9.72µm
_06000_,9.71µm
_06579_,9.705µm
_01167_,9.7µm
_01173_,9.7µm
_01853_,9.7µm
_02842_,9.7µm
_03502_,9.7µm
_03510_,9.7µm
_04079_,9.7µm
_04286_,9.7µm
_04446_,9.7µm
_04931_,9.7µm
_05294_,9.7µm
_05426_,9.7µm
_05454_,9.7µm
_05936_,9.7µm
_06016_,9.7µm
_00856_,9.68µm
_03268_,9.68µm
_05119_,9.68µm
_04885_,9.67µm
_00410_,9.66µm
_00532_,9.66µm
_02165_,9.66µm
_02928_,9.66µm
_03416_,9.66µm
_00363_,9.65µm
_02467_,9.65µm
_04460_,9.65µm
_00523_,9.64µm
_04210_,9.64µm
x1[5],9.64µm
_00335_,9.62µm
_01431_,9.62µm
_02249_,9.62µm
_02442_,9.62µm
_02536_,9.62µm
_03317_,9.62µm
_03431_,9.62µm
_03989_,9.62µm
_04132_,9.62µm
_04894_,9.62µm
_05050_,9.62µm
_05181_,9.62µm
_06688_,9.62µm
_06787_,9.62µm
net253,9.62µm
_02464_,9.6µm
_03792_,9.6µm
_04433_,9.6µm
_05270_,9.6µm
net238,9.6µm
_00885_,9.59µm
_06390_,9.585µm
_00861_,9.58µm
_01098_,9.58µm
_01633_,9.58µm
_01876_,9.58µm
_03924_,9.58µm
_04672_,9.58µm
_05113_,9.58µm
_05939_,9.58µm
_06154_,9.58µm
_06382_,9.58µm
_00237_,9.56µm
_00522_,9.52µm
_01260_,9.52µm
_01791_,9.52µm
_02473_,9.52µm
_04647_,9.52µm
_05805_,9.52µm
_01323_,9.5µm
_01814_,9.5µm
_01986_,9.5µm
_02379_,9.5µm
_03220_,9.5µm
_05280_,9.5µm
_06669_,9.5µm
_02896_,9.49µm
_01054_,9.485µm
_00188_,9.48µm
_00427_,9.48µm
_01418_,9.48µm
_01436_,9.48µm
_01502_,9.48µm
_02342_,9.48µm
_03763_,9.48µm
_04354_,9.48µm
_05822_,9.48µm
_06084_,9.48µm
_06259_,9.48µm
_06446_,9.48µm
_01505_,9.47µm
_01443_,9.46µm
_02794_,9.46µm
_02894_,9.46µm
_03111_,9.46µm
_03443_,9.46µm
_04046_,9.46µm
_04555_,9.46µm
_04571_,9.46µm
_05629_,9.46µm
_05777_,9.46µm
_06344_,9.46µm
_06752_,9.46µm
_00384_,9.44µm
_01665_,9.44µm
_03933_,9.44µm
_05471_,9.44µm
_06008_,9.44µm
_06051_,9.44µm
_00452_,9.42µm
_00625_,9.42µm
_03905_,9.42µm
_01533_,9.415µm
_00169_,9.4µm
_01391_,9.4µm
_02602_,9.4µm
_02839_,9.4µm
_03203_,9.4µm
_04051_,9.4µm
_04097_,9.4µm
_04731_,9.4µm
_05778_,9.4µm
_05824_,9.4µm
_06054_,9.4µm
y0[6],9.39µm
_00905_,9.38µm
_01673_,9.38µm
_01937_,9.38µm
_02376_,9.38µm
_02487_,9.38µm
_02911_,9.38µm
_04357_,9.38µm
_05007_,9.38µm
_05536_,9.38µm
_05554_,9.38µm
_06125_,9.38µm
_06314_,9.38µm
_06720_,9.38µm
_00190_,9.36µm
_00654_,9.36µm
_01047_,9.36µm
_01344_,9.36µm
_01441_,9.36µm
_01554_,9.36µm
_01797_,9.36µm
_01938_,9.36µm
_03226_,9.36µm
_03312_,9.36µm
_03347_,9.36µm
_03483_,9.36µm
_04554_,9.36µm
_05646_,9.36µm
_06194_,9.36µm
_05466_,9.355µm
_00812_,9.34µm
_02072_,9.34µm
_05455_,9.34µm
_05568_,9.335µm
_01622_,9.33µm
_03109_,9.33µm
_03675_,9.33µm
_01186_,9.32µm
_02047_,9.32µm
_02408_,9.32µm
_05092_,9.32µm
_05276_,9.32µm
_05366_,9.32µm
_06371_,9.32µm
_00197_,9.3µm
_00990_,9.3µm
_00226_,9.28µm
_01083_,9.28µm
_01667_,9.28µm
_02846_,9.28µm
_02955_,9.28µm
_03637_,9.28µm
_03736_,9.28µm
_04407_,9.28µm
_05139_,9.28µm
_06263_,9.28µm
_06789_,9.28µm
_01974_,9.275µm
_00350_,9.26µm
_01019_,9.26µm
_01600_,9.26µm
_01607_,9.26µm
_02254_,9.26µm
_02440_,9.26µm
_02866_,9.26µm
_04706_,9.26µm
_01085_,9.25µm
_00144_,9.24µm
_00394_,9.24µm
